component_id,lot_id,value_0h,value_24h,value_96h,value_168h,defect_type,is_defect
COMP_01540,Lot_B,12.844,12.93,13.561,13.754,Healthy,0
COMP_01541,Lot_C,10.337,10.606,11.062,11.419,Healthy,0
COMP_01542,Lot_A,7.691,7.914,8.481,8.957,Healthy,0
COMP_01543,Lot_B,12.537,12.662,13.019,13.554,Healthy,0
COMP_01544,Lot_A,7.925,8.167,8.787,9.084,Healthy,0
COMP_01545,Lot_C,9.851,10.165,10.82,11.105,Healthy,0
COMP_01546,Lot_B,14.531,14.759,15.102,15.477,Healthy,0
COMP_01547,Lot_C,8.958,9.246,10.074,10.534,Healthy,0
COMP_01548,Lot_B,12.885,13.219,13.557,13.831,Healthy,0
COMP_01549,Lot_A,8.438,8.695,8.99,9.309,Healthy,0
COMP_01550,Lot_B,12.841,13.214,13.509,13.721,Healthy,0
COMP_01551,Lot_C,10.158,10.5,11.016,11.397,Healthy,0
COMP_01552,Lot_B,12.683,12.987,13.536,13.86,Healthy,0
COMP_01553,Lot_C,9.146,9.321,9.876,10.072,Healthy,0
COMP_01554,Lot_C,11.509,12.618,22.582,42.337,Latent Defect,1
COMP_01555,Lot_A,7.953,8.166,8.632,8.897,Healthy,0
COMP_01556,Lot_A,7.646,7.818,8.413,8.803,Healthy,0
COMP_01557,Lot_B,12.128,12.447,12.809,12.964,Healthy,0
COMP_01558,Lot_B,13.766,14.148,14.665,14.826,Healthy,0
COMP_01559,Lot_C,9.979,10.207,10.702,10.967,Healthy,0
COMP_01560,Lot_C,9.7,9.836,10.313,10.525,Healthy,0
COMP_01561,Lot_B,13.481,13.671,13.744,14.174,Healthy,0
COMP_01562,Lot_A,8.895,10.366,16.731,33.094,Latent Defect,1
COMP_01563,Lot_C,10.118,10.414,10.689,11.082,Healthy,0
COMP_01564,Lot_A,8.043,8.144,8.504,8.906,Healthy,0
COMP_01565,Lot_C,8.368,8.669,9.153,9.478,Healthy,0
COMP_01566,Lot_B,11.201,11.327,11.729,11.967,Healthy,0
COMP_01567,Lot_B,12.633,12.955,13.373,13.693,Healthy,0
COMP_01568,Lot_A,8.26,8.591,9.197,9.589,Healthy,0
COMP_01569,Lot_B,13.15,13.419,14.04,14.438,Healthy,0
COMP_01570,Lot_B,14.675,14.891,15.181,15.464,Healthy,0
COMP_01571,Lot_B,12.381,12.759,13.298,13.584,Healthy,0
COMP_01572,Lot_A,9.147,9.386,10.033,10.349,Healthy,0
COMP_01573,Lot_C,8.615,8.85,9.26,9.476,Healthy,0
COMP_01574,Lot_C,10.527,10.891,11.207,11.654,Healthy,0
COMP_01575,Lot_A,8.015,8.263,8.697,9.045,Healthy,0
COMP_01576,Lot_A,8.878,9.047,9.652,10.052,Healthy,0
COMP_01577,Lot_A,9.168,9.356,9.672,10.141,Healthy,0
COMP_01578,Lot_B,11.726,11.988,12.561,12.898,Healthy,0
COMP_01579,Lot_B,14.287,14.515,14.812,15.199,Healthy,0
COMP_01580,Lot_B,13.218,13.683,14.02,14.345,Healthy,0
COMP_01581,Lot_A,7.915,8.154,8.582,8.845,Healthy,0
COMP_01582,Lot_B,13.515,13.748,14.359,14.645,Healthy,0
COMP_01583,Lot_B,15.048,15.32,15.922,16.284,Healthy,0
COMP_01584,Lot_B,12.141,12.37,12.654,12.993,Healthy,0
COMP_01585,Lot_C,10.155,10.409,11.018,11.353,Healthy,0
COMP_01586,Lot_A,6.985,7.518,7.885,8.332,Healthy,0
COMP_01587,Lot_B,11.345,11.615,11.97,12.037,Healthy,0
COMP_01588,Lot_B,12.689,13.879,23.051,41.658,Latent Defect,1
COMP_01589,Lot_B,12.704,12.959,13.429,13.776,Healthy,0
COMP_01590,Lot_C,9.846,10.868,21.259,38.552,Latent Defect,1
COMP_01591,Lot_B,12.6,12.891,13.366,13.646,Healthy,0
COMP_01592,Lot_C,11.126,12.088,20.041,39.711,Latent Defect,1
COMP_01593,Lot_A,9.901,10.105,10.604,10.835,Healthy,0
COMP_01594,Lot_A,7.757,8.097,8.591,9.058,Healthy,0
COMP_01595,Lot_C,10.978,11.061,11.367,11.744,Healthy,0
COMP_01596,Lot_B,11.133,11.299,11.92,12.216,Healthy,0
COMP_01597,Lot_A,9.068,9.316,9.684,9.868,Healthy,0
COMP_01598,Lot_A,8.687,9.053,9.425,9.782,Healthy,0
COMP_01599,Lot_A,7.284,7.48,7.971,8.396,Healthy,0
COMP_01600,Lot_C,10.5,10.588,10.983,11.236,Healthy,0
COMP_01601,Lot_A,8.253,8.494,9.072,9.451,Healthy,0
COMP_01602,Lot_A,9.634,22.536,50.45,122.092,Gross Failure,1
COMP_01603,Lot_A,8.847,9.037,9.54,9.973,Healthy,0
COMP_01604,Lot_B,13.131,13.323,13.72,14.099,Healthy,0
COMP_01605,Lot_A,8.659,10.102,19.188,34.778,Latent Defect,1
COMP_01606,Lot_B,15.835,16.099,16.649,17.051,Healthy,0
COMP_01607,Lot_A,8.649,22.966,43.947,95.441,Gross Failure,1
COMP_01608,Lot_C,10.296,10.329,10.787,11.203,Healthy,0
COMP_01609,Lot_A,9.167,9.464,10.029,10.54,Healthy,0
COMP_01610,Lot_B,14.206,14.471,14.905,15.267,Healthy,0
COMP_01611,Lot_C,9.752,10.091,10.61,10.922,Healthy,0
COMP_01612,Lot_B,14.456,14.683,15.02,15.369,Healthy,0
COMP_01613,Lot_B,12.093,12.418,12.767,13.105,Healthy,0
COMP_01614,Lot_A,9.252,9.445,9.944,10.197,Healthy,0
COMP_01615,Lot_A,8.696,8.991,9.436,9.789,Healthy,0
COMP_01616,Lot_B,13.488,13.716,14.273,14.76,Healthy,0
COMP_01617,Lot_C,9.167,9.558,9.972,10.521,Healthy,0
COMP_01618,Lot_B,12.681,12.988,13.522,13.833,Healthy,0
COMP_01619,Lot_B,13.08,13.445,13.856,14.165,Healthy,0
COMP_01620,Lot_C,8.962,9.337,9.73,10.2,Healthy,0
COMP_01621,Lot_B,12.339,12.682,13.229,13.556,Healthy,0
COMP_01622,Lot_A,7.913,8.982,17.483,38.146,Latent Defect,1
COMP_01623,Lot_B,13.176,13.337,13.757,14.094,Healthy,0
COMP_01624,Lot_C,8.075,8.309,8.846,9.182,Healthy,0
COMP_01625,Lot_A,8.704,8.992,9.401,9.824,Healthy,0
COMP_01626,Lot_B,14.603,14.731,15.14,15.723,Healthy,0
COMP_01627,Lot_A,8.636,8.884,9.303,9.78,Healthy,0
COMP_01628,Lot_B,11.967,12.291,12.708,12.983,Healthy,0
COMP_01629,Lot_A,8.315,8.561,8.952,9.413,Healthy,0
COMP_01630,Lot_B,12.184,12.445,12.959,13.322,Healthy,0
COMP_01631,Lot_C,10.695,10.91,11.435,11.85,Healthy,0
COMP_01632,Lot_A,9.274,9.374,9.885,10.325,Healthy,0
COMP_01633,Lot_B,12.547,12.754,13.119,13.366,Healthy,0
COMP_01634,Lot_C,10.599,11.032,11.415,11.718,Healthy,0
COMP_01635,Lot_C,10.014,10.136,10.502,10.847,Healthy,0
COMP_01636,Lot_A,7.785,9.224,16.784,37.036,Latent Defect,1
COMP_01637,Lot_B,14.615,14.896,15.329,15.704,Healthy,0
COMP_01638,Lot_A,8.148,8.235,8.567,8.916,Healthy,0
COMP_01639,Lot_C,9.153,9.37,9.878,10.242,Healthy,0
COMP_01640,Lot_C,10.953,11.226,11.719,11.997,Healthy,0
COMP_01641,Lot_B,11.536,11.753,12.115,12.449,Healthy,0
COMP_01642,Lot_C,9.041,9.358,9.72,10.034,Healthy,0
COMP_01643,Lot_B,12.978,31.347,75.141,149.76,Gross Failure,1
COMP_01644,Lot_B,11.59,11.81,12.193,12.58,Healthy,0
COMP_01645,Lot_A,8.747,8.951,9.321,9.572,Healthy,0
COMP_01646,Lot_C,7.611,7.757,8.311,8.808,Healthy,0
COMP_01647,Lot_A,9.578,27.306,57.246,107.796,Gross Failure,1
COMP_01648,Lot_C,8.37,8.573,9.034,9.283,Healthy,0
COMP_01649,Lot_C,10.388,10.69,11.083,11.299,Healthy,0
COMP_01650,Lot_C,11.243,11.496,12.179,12.538,Healthy,0
COMP_01651,Lot_A,8.63,8.803,9.202,9.396,Healthy,0
COMP_01652,Lot_A,7.425,7.734,8.15,8.458,Healthy,0
COMP_01653,Lot_A,7.908,8.127,8.713,9.077,Healthy,0
COMP_01654,Lot_B,11.702,12.034,12.691,13.091,Healthy,0
COMP_01655,Lot_A,9.213,10.657,17.672,40.333,Latent Defect,1
COMP_01656,Lot_C,10.989,11.278,11.713,11.929,Healthy,0
COMP_01657,Lot_B,12.635,12.921,13.239,13.582,Healthy,0
COMP_01658,Lot_A,7.553,7.772,8.06,8.264,Healthy,0
COMP_01659,Lot_B,13.374,14.458,23.229,39.646,Latent Defect,1
COMP_01660,Lot_B,15.995,16.294,16.83,17.102,Healthy,0
COMP_01661,Lot_B,13.555,13.787,14.143,14.686,Healthy,0
COMP_01662,Lot_B,13.63,13.922,14.255,14.478,Healthy,0
COMP_01663,Lot_C,9.948,10.152,10.676,11.094,Healthy,0
COMP_01664,Lot_B,13.072,13.388,13.861,14.124,Healthy,0
COMP_01665,Lot_C,9.822,10.082,10.644,11.016,Healthy,0
COMP_01666,Lot_C,9.486,9.813,10.309,10.813,Healthy,0
COMP_01667,Lot_A,8.57,8.737,9.328,9.62,Healthy,0
COMP_01668,Lot_C,10.266,10.531,10.986,11.319,Healthy,0
COMP_01669,Lot_A,7.178,7.348,7.933,8.326,Healthy,0
COMP_01670,Lot_C,11.718,11.885,12.332,12.798,Healthy,0
COMP_01671,Lot_B,12.378,12.589,13.004,13.309,Healthy,0
COMP_01672,Lot_C,10.479,10.586,11.233,11.487,Healthy,0
COMP_01673,Lot_C,8.095,8.344,8.748,9.081,Healthy,0
COMP_01674,Lot_C,10.281,10.583,11.235,11.516,Healthy,0
COMP_01675,Lot_C,10.697,11.004,11.137,11.403,Healthy,0
COMP_01676,Lot_A,7.47,7.756,8.247,8.633,Healthy,0
COMP_01677,Lot_A,8.256,9.415,18.872,35.869,Latent Defect,1
COMP_01678,Lot_B,13.855,25.646,56.737,117.707,Gross Failure,1
COMP_01679,Lot_A,8.206,8.367,8.881,9.174,Healthy,0
COMP_01680,Lot_B,12.071,12.307,12.65,12.996,Healthy,0
COMP_01681,Lot_A,8.212,8.421,8.81,9.26,Healthy,0
COMP_01682,Lot_C,10.332,10.446,11.002,11.403,Healthy,0
COMP_01683,Lot_B,13.503,13.824,14.276,14.688,Healthy,0
COMP_01684,Lot_C,9.582,9.9,10.376,10.588,Healthy,0
COMP_01685,Lot_A,9.329,9.569,9.987,10.292,Healthy,0
COMP_01686,Lot_C,9.668,9.936,10.267,10.461,Healthy,0
COMP_01687,Lot_C,9.042,9.323,9.753,10.214,Healthy,0
COMP_01688,Lot_B,12.929,13.246,13.613,13.919,Healthy,0
COMP_01689,Lot_B,13.01,13.249,13.67,13.933,Healthy,0
COMP_01690,Lot_C,8.573,8.873,9.386,9.674,Healthy,0
COMP_01691,Lot_A,8.803,9.04,9.623,9.841,Healthy,0
COMP_01692,Lot_B,12.861,13.094,13.563,14.067,Healthy,0
COMP_01693,Lot_B,12.864,13.173,13.606,14.063,Healthy,0
COMP_01694,Lot_A,9.102,9.326,9.727,10.126,Healthy,0
COMP_01695,Lot_B,12.279,13.517,22.483,41.404,Latent Defect,1
COMP_01696,Lot_A,8.371,8.566,9.148,9.522,Healthy,0
COMP_01697,Lot_A,8.457,8.741,8.99,9.549,Healthy,0
COMP_01698,Lot_A,8.52,8.613,9.206,9.481,Healthy,0
COMP_01699,Lot_C,10.939,12.164,19.308,37.961,Latent Defect,1
COMP_01700,Lot_B,13.206,13.549,14.061,14.287,Healthy,0
COMP_01701,Lot_C,10.902,11.119,11.775,12.09,Healthy,0
COMP_01702,Lot_B,12.768,12.952,13.342,13.616,Healthy,0
COMP_01703,Lot_A,9.441,10.375,21.082,41.153,Latent Defect,1
COMP_01704,Lot_B,14.515,14.769,15.096,15.428,Healthy,0
COMP_01705,Lot_B,13.654,13.911,14.405,14.891,Healthy,0
COMP_01706,Lot_A,8.966,9.231,9.46,9.732,Healthy,0
COMP_01707,Lot_B,12.555,12.647,12.964,13.287,Healthy,0
COMP_01708,Lot_A,8.415,8.706,9.131,9.506,Healthy,0
COMP_01709,Lot_B,12.54,12.794,13.298,13.795,Healthy,0
COMP_01710,Lot_B,12.434,12.695,13.25,13.456,Healthy,0
COMP_01711,Lot_A,10.098,28.635,55.078,118.049,Gross Failure,1
COMP_01712,Lot_A,8.048,8.267,8.759,9.214,Healthy,0
COMP_01713,Lot_C,9.581,9.795,10.289,10.696,Healthy,0
COMP_01714,Lot_B,11.892,12.28,12.653,13.099,Healthy,0
COMP_01715,Lot_A,8.861,9.16,9.535,9.713,Healthy,0
COMP_01716,Lot_C,9.981,10.229,10.564,11.006,Healthy,0
COMP_01717,Lot_A,8.459,8.644,9.164,9.575,Healthy,0
COMP_01718,Lot_B,12.212,12.561,13.28,13.521,Healthy,0
COMP_01719,Lot_C,9.835,11.102,24.022,40.188,Latent Defect,1
COMP_01720,Lot_A,7.748,7.923,8.519,8.798,Healthy,0
COMP_01721,Lot_A,7.82,8.088,8.575,9.032,Healthy,0
COMP_01722,Lot_A,8.574,8.843,9.281,9.5,Healthy,0
COMP_01723,Lot_A,8.34,8.595,8.992,9.186,Healthy,0
COMP_01724,Lot_A,7.592,7.839,8.401,8.919,Healthy,0
COMP_01725,Lot_B,12.798,12.99,13.396,13.641,Healthy,0
COMP_01726,Lot_A,9.13,9.551,9.918,10.149,Healthy,0
COMP_01727,Lot_B,14.107,14.383,14.873,15.382,Healthy,0
COMP_01728,Lot_C,8.77,8.909,9.339,9.696,Healthy,0
COMP_01729,Lot_C,9.681,10.127,10.54,10.835,Healthy,0
COMP_01730,Lot_B,13.137,13.464,13.827,14.163,Healthy,0
COMP_01731,Lot_A,9.299,10.71,20.537,44.583,Latent Defect,1
COMP_01732,Lot_B,15.179,16.097,23.06,43.049,Latent Defect,1
COMP_01733,Lot_B,14.502,15.657,24.404,40.353,Latent Defect,1
COMP_01734,Lot_B,11.715,12.056,12.46,12.841,Healthy,0
COMP_01735,Lot_A,7.039,7.37,7.89,8.106,Healthy,0
COMP_01736,Lot_C,10.233,10.484,10.879,10.939,Healthy,0
COMP_01737,Lot_B,12.274,12.548,12.932,13.26,Healthy,0
COMP_01738,Lot_A,9.697,9.941,10.14,10.471,Healthy,0
COMP_01739,Lot_B,13.109,13.293,13.831,14.035,Healthy,0
COMP_01740,Lot_B,12.848,12.981,13.395,13.816,Healthy,0
COMP_01741,Lot_C,9.854,10.087,10.54,10.898,Healthy,0
COMP_01742,Lot_C,10.624,10.93,11.551,11.918,Healthy,0
COMP_01743,Lot_C,8.505,8.824,9.436,10.032,Healthy,0
COMP_01744,Lot_A,9.661,9.872,10.345,10.668,Healthy,0
COMP_01745,Lot_B,12.553,12.794,13.398,13.589,Healthy,0
COMP_01746,Lot_B,11.897,12.245,12.869,13.153,Healthy,0
COMP_01747,Lot_A,9.821,10.149,10.567,10.673,Healthy,0
COMP_01748,Lot_A,7.166,7.363,7.904,8.33,Healthy,0
COMP_01749,Lot_C,9.58,9.812,10.258,10.586,Healthy,0
COMP_01750,Lot_A,8.631,8.879,9.128,9.457,Healthy,0
COMP_01751,Lot_B,12.975,13.304,13.655,14.025,Healthy,0
COMP_01752,Lot_A,8.95,9.188,9.428,9.879,Healthy,0
COMP_01753,Lot_A,9.098,10.343,19.904,33.45,Latent Defect,1
COMP_01754,Lot_A,9.12,9.489,9.805,10.289,Healthy,0
COMP_01755,Lot_C,11.018,11.177,11.58,11.79,Healthy,0
COMP_01756,Lot_C,9.941,10.227,10.519,10.907,Healthy,0
COMP_01757,Lot_C,10.575,11.906,22.088,37.016,Latent Defect,1
COMP_01758,Lot_B,12.866,13.145,13.77,14.12,Healthy,0
COMP_01759,Lot_A,8.84,21.044,50.27,100.005,Gross Failure,1
COMP_01760,Lot_B,12.538,12.953,13.354,13.741,Healthy,0
COMP_01761,Lot_B,13.613,13.775,14.173,14.586,Healthy,0
COMP_01762,Lot_C,10.385,10.476,10.997,11.292,Healthy,0
COMP_01763,Lot_A,8.08,8.363,8.995,9.325,Healthy,0
COMP_01764,Lot_B,14.297,14.432,14.897,15.193,Healthy,0
COMP_01765,Lot_A,8.726,8.952,9.241,9.502,Healthy,0
COMP_01766,Lot_A,7.185,7.331,7.839,8.163,Healthy,0
COMP_01767,Lot_C,10.208,10.603,11.018,11.431,Healthy,0
COMP_01768,Lot_B,13.031,13.502,13.59,13.868,Healthy,0
COMP_01769,Lot_B,13.719,13.909,14.427,14.771,Healthy,0
COMP_01770,Lot_B,13.951,14.111,14.582,14.978,Healthy,0
COMP_01771,Lot_B,13.145,13.407,14.001,14.183,Healthy,0
COMP_01772,Lot_C,10.112,10.266,10.807,11.073,Healthy,0
COMP_01773,Lot_C,7.775,8.087,8.505,8.891,Healthy,0
COMP_01774,Lot_C,11.284,27.399,63.246,122.867,Gross Failure,1
COMP_01775,Lot_C,8.967,9.2,9.887,10.2,Healthy,0
COMP_01776,Lot_A,8.375,8.726,8.991,9.403,Healthy,0
COMP_01777,Lot_B,11.252,11.534,11.981,12.393,Healthy,0
COMP_01778,Lot_B,11.886,12.093,12.623,12.922,Healthy,0
COMP_01779,Lot_A,9.104,9.371,9.768,10.086,Healthy,0
COMP_01780,Lot_C,10.003,10.236,10.773,11.086,Healthy,0
COMP_01781,Lot_A,8.042,8.364,8.764,9.06,Healthy,0
COMP_01782,Lot_C,7.763,7.93,8.279,8.575,Healthy,0
COMP_01783,Lot_B,12.206,12.534,12.891,13.171,Healthy,0
COMP_01784,Lot_B,13.171,13.333,13.971,14.401,Healthy,0
COMP_01785,Lot_B,11.715,12.046,12.643,12.879,Healthy,0
COMP_01786,Lot_C,8.951,10.029,17.406,33.456,Latent Defect,1
COMP_01787,Lot_B,12.56,12.85,13.31,13.645,Healthy,0
COMP_01788,Lot_B,12.469,12.614,13.135,13.542,Healthy,0
COMP_01789,Lot_A,8.007,8.168,8.805,9.18,Healthy,0
COMP_01790,Lot_B,13.437,29.757,58.745,130.739,Gross Failure,1
COMP_01791,Lot_A,8.177,8.493,9.118,9.476,Healthy,0
COMP_01792,Lot_C,8.937,8.987,9.433,9.808,Healthy,0
COMP_01793,Lot_B,12.361,12.622,13.124,13.573,Healthy,0
COMP_01794,Lot_B,12.749,12.995,13.424,13.777,Healthy,0
COMP_01795,Lot_A,8.089,8.298,8.693,9.059,Healthy,0
COMP_01796,Lot_A,7.822,8.932,21.145,41.386,Latent Defect,1
COMP_01797,Lot_C,9.139,9.458,9.983,10.323,Healthy,0
COMP_01798,Lot_A,7.934,8.118,8.595,8.86,Healthy,0
COMP_01799,Lot_A,9.378,9.738,10.183,10.647,Healthy,0
COMP_01800,Lot_A,8.171,8.364,8.946,9.454,Healthy,0
COMP_01801,Lot_C,11.767,12.043,12.597,12.978,Healthy,0
COMP_01802,Lot_C,11.263,11.548,12.094,12.331,Healthy,0
COMP_01803,Lot_B,12.746,13.061,13.598,14.038,Healthy,0
COMP_01804,Lot_A,8.597,8.794,9.237,9.592,Healthy,0
COMP_01805,Lot_A,8.693,8.866,9.284,9.625,Healthy,0
COMP_01806,Lot_C,7.982,8.299,8.768,9.145,Healthy,0
COMP_01807,Lot_B,12.433,12.73,13.08,13.363,Healthy,0
COMP_01808,Lot_A,9.003,9.281,9.578,10.086,Healthy,0
COMP_01809,Lot_A,7.893,8.133,8.792,8.936,Healthy,0
COMP_01810,Lot_A,7.135,7.42,7.573,7.719,Healthy,0
COMP_01811,Lot_B,14.293,14.51,15.223,15.47,Healthy,0
COMP_01812,Lot_C,9.713,10.007,10.513,10.838,Healthy,0
COMP_01813,Lot_A,7.981,8.25,8.865,9.291,Healthy,0
COMP_01814,Lot_A,7.994,8.165,8.532,8.754,Healthy,0
COMP_01815,Lot_A,8.618,8.933,9.374,9.896,Healthy,0
COMP_01816,Lot_C,11.598,11.872,12.407,12.667,Healthy,0
COMP_01817,Lot_A,8.211,8.563,8.944,9.442,Healthy,0
COMP_01818,Lot_C,11.001,11.311,11.621,11.94,Healthy,0
COMP_01819,Lot_B,13.709,13.88,14.307,14.732,Healthy,0
COMP_01820,Lot_B,12.375,12.557,12.791,13.103,Healthy,0
COMP_01821,Lot_A,9.119,9.299,9.751,10.078,Healthy,0
COMP_01822,Lot_A,7.967,8.284,8.931,9.381,Healthy,0
COMP_01823,Lot_B,12.234,12.644,13.214,13.518,Healthy,0
COMP_01824,Lot_C,9.302,9.642,10.113,10.378,Healthy,0
COMP_01825,Lot_B,12.837,13.055,13.406,13.857,Healthy,0
COMP_01826,Lot_B,13.86,14.177,14.726,14.984,Healthy,0
COMP_01827,Lot_A,8.017,8.384,8.847,9.05,Healthy,0
COMP_01828,Lot_C,10.195,10.498,11.011,11.267,Healthy,0
COMP_01829,Lot_C,11.698,11.828,12.291,12.815,Healthy,0
COMP_01830,Lot_A,8.973,9.29,9.614,9.999,Healthy,0
COMP_01831,Lot_C,9.967,10.127,10.68,10.949,Healthy,0
COMP_01832,Lot_B,12.229,12.514,12.946,13.313,Healthy,0
COMP_01833,Lot_B,12.775,13.138,13.477,13.781,Healthy,0
COMP_01834,Lot_C,10.433,10.604,10.93,11.294,Healthy,0
COMP_01835,Lot_C,10.781,11.11,11.571,11.854,Healthy,0
COMP_01836,Lot_B,13.303,14.616,24.509,45.595,Latent Defect,1
COMP_01837,Lot_A,7.689,7.883,8.464,8.667,Healthy,0
COMP_01838,Lot_A,8.068,8.26,8.522,8.854,Healthy,0
COMP_01839,Lot_C,10.672,11.903,22.602,43.582,Latent Defect,1
COMP_01840,Lot_A,8.191,8.653,9.062,9.391,Healthy,0
COMP_01841,Lot_B,12.222,12.515,12.93,13.272,Healthy,0
COMP_01842,Lot_B,12.774,13.006,13.475,13.78,Healthy,0
COMP_01843,Lot_B,12.556,12.892,13.307,13.695,Healthy,0
COMP_01844,Lot_B,12.022,12.236,12.538,13.074,Healthy,0
COMP_01845,Lot_C,11.238,11.536,12.244,12.671,Healthy,0
COMP_01846,Lot_A,8.362,8.642,9.256,9.517,Healthy,0
COMP_01847,Lot_A,7.562,7.844,8.224,8.348,Healthy,0
COMP_01848,Lot_A,7.506,7.731,8.187,8.544,Healthy,0
COMP_01849,Lot_C,11.805,26.182,62.572,109.565,Gross Failure,1
COMP_01850,Lot_B,12.966,13.242,13.527,13.784,Healthy,0
COMP_01851,Lot_A,8.891,9.098,9.535,9.939,Healthy,0
COMP_01852,Lot_C,11.833,12.065,12.728,12.882,Healthy,0
COMP_01853,Lot_C,10.134,10.357,10.743,11.159,Healthy,0
COMP_01854,Lot_C,9.807,10.602,17.719,37.524,Latent Defect,1
COMP_01855,Lot_C,8.526,8.836,9.301,9.634,Healthy,0
COMP_01856,Lot_A,8.435,8.726,9.035,9.389,Healthy,0
COMP_01857,Lot_C,8.974,9.238,9.765,10.132,Healthy,0
COMP_01858,Lot_B,13.669,13.863,14.306,14.632,Healthy,0
COMP_01859,Lot_C,9.727,9.913,10.311,10.55,Healthy,0
COMP_01860,Lot_C,8.475,8.669,9.194,9.568,Healthy,0
COMP_01861,Lot_C,8.869,9.087,9.62,9.925,Healthy,0
COMP_01862,Lot_B,11.44,11.871,12.301,12.535,Healthy,0
COMP_01863,Lot_A,8.637,8.88,9.145,9.505,Healthy,0
COMP_01864,Lot_B,14.082,14.313,14.516,14.9,Healthy,0
COMP_01865,Lot_C,10.543,10.746,11.126,11.702,Healthy,0
COMP_01866,Lot_C,9.408,9.568,10.021,10.428,Healthy,0
COMP_01867,Lot_A,8.926,16.522,48.218,117.441,Gross Failure,1
COMP_01868,Lot_A,8.761,8.912,9.512,9.958,Healthy,0
COMP_01869,Lot_A,8.263,8.583,9.273,9.518,Healthy,0
COMP_01870,Lot_C,10.5,10.909,11.437,11.712,Healthy,0
COMP_01871,Lot_C,10.215,10.575,10.903,11.25,Healthy,0
COMP_01872,Lot_A,8.305,8.505,8.984,9.324,Healthy,0
COMP_01873,Lot_B,13.708,14.049,14.346,14.703,Healthy,0
COMP_01874,Lot_C,9.952,10.218,10.667,10.919,Healthy,0
COMP_01875,Lot_C,11.309,11.71,12.225,12.635,Healthy,0
COMP_01876,Lot_B,13.144,13.472,13.629,13.978,Healthy,0
COMP_01877,Lot_B,12.37,12.632,13.213,13.565,Healthy,0
COMP_01878,Lot_B,12.603,12.741,13.178,13.595,Healthy,0
COMP_01879,Lot_A,7.827,8.626,21.538,40.376,Latent Defect,1
COMP_01880,Lot_B,12.756,13.118,13.585,14.068,Healthy,0
COMP_01881,Lot_B,14.371,14.519,15.024,15.547,Healthy,0
COMP_01882,Lot_C,9.101,9.272,9.624,10.063,Healthy,0
COMP_01883,Lot_B,13.313,13.408,13.899,14.224,Healthy,0
COMP_01884,Lot_C,9.899,10.082,10.574,11.029,Healthy,0
COMP_01885,Lot_A,7.986,8.102,8.515,8.941,Healthy,0
COMP_01886,Lot_B,12.537,12.667,13.209,13.7,Healthy,0
COMP_01887,Lot_A,8.516,8.638,9.049,9.415,Healthy,0
COMP_01888,Lot_A,7.852,8.149,8.49,8.843,Healthy,0
COMP_01889,Lot_C,9.795,10.094,10.542,10.872,Healthy,0
COMP_01890,Lot_C,9.277,9.53,9.949,10.212,Healthy,0
COMP_01891,Lot_A,8.628,8.907,9.316,9.759,Healthy,0
COMP_01892,Lot_B,13.29,13.438,14.048,14.475,Healthy,0
COMP_01893,Lot_C,10.902,11.184,11.353,11.812,Healthy,0
COMP_01894,Lot_A,8.549,9.819,20.13,42.971,Latent Defect,1
COMP_01895,Lot_B,12.399,12.608,12.955,13.198,Healthy,0
COMP_01896,Lot_C,9.054,9.155,9.657,10.205,Healthy,0
COMP_01897,Lot_B,15.257,15.439,15.856,16.329,Healthy,0
COMP_01898,Lot_A,8.846,9.107,9.526,9.994,Healthy,0
COMP_01899,Lot_B,11.82,12.108,12.6,12.954,Healthy,0
COMP_01900,Lot_C,10.709,10.962,11.348,11.707,Healthy,0
COMP_01901,Lot_B,11.249,12.571,23.374,39.732,Latent Defect,1
COMP_01902,Lot_A,7.784,7.985,8.427,8.799,Healthy,0
COMP_01903,Lot_C,11.454,11.823,12.373,12.735,Healthy,0
COMP_01904,Lot_A,7.758,8.143,8.563,8.941,Healthy,0
COMP_01905,Lot_C,10.565,10.82,11.408,11.803,Healthy,0
COMP_01906,Lot_A,9.291,9.577,10.022,10.38,Healthy,0
COMP_01907,Lot_C,9.944,10.091,10.421,10.845,Healthy,0
COMP_01908,Lot_B,11.615,11.832,12.156,12.461,Healthy,0
COMP_01909,Lot_A,8.376,8.593,8.872,9.203,Healthy,0
COMP_01910,Lot_A,7.733,7.932,8.471,8.916,Healthy,0
COMP_01911,Lot_A,7.451,7.827,8.216,8.505,Healthy,0
COMP_01912,Lot_C,9.198,9.452,10.14,10.336,Healthy,0
COMP_01913,Lot_C,8.149,8.42,8.939,9.294,Healthy,0
COMP_01914,Lot_B,13.655,13.815,14.151,14.514,Healthy,0
COMP_01915,Lot_B,14.934,15.229,15.752,15.994,Healthy,0
COMP_01916,Lot_C,10.38,10.536,11.198,11.447,Healthy,0
COMP_01917,Lot_C,9.283,9.415,9.876,10.23,Healthy,0
COMP_01918,Lot_B,14.665,14.977,15.332,15.769,Healthy,0
COMP_01919,Lot_B,11.632,11.825,12.289,12.526,Healthy,0
COMP_01920,Lot_B,14.171,14.603,15.018,15.303,Healthy,0
COMP_01921,Lot_B,12.857,13.063,13.544,13.762,Healthy,0
COMP_01922,Lot_A,8.755,9.158,9.368,9.601,Healthy,0
COMP_01923,Lot_B,12.51,12.804,13.361,13.792,Healthy,0
COMP_01924,Lot_B,11.139,11.335,11.677,12.021,Healthy,0
